Employee_ID,Employment_Status,Hire_Date,Termination_Date,Total_Tenure_Months,Comp_vs_Market,Final_Salary,Avg_KPI_Career,Promotion_Count,Last_Promotion_Date,Exit_Reason,Attrition_Risk_Score
EMP_007983,Active,2020-08-20,,52,5.8%,"$101,000",0.6901,0,,,48.1
EMP_007984,Terminated,2020-08-20,2021-02-18,6,21.0%,"$137,000",0.6508,0,,Voluntary_Low_Engagement,53.2
EMP_007985,Terminated,2020-08-20,2023-03-21,31,6.1%,"$102,000",0.5988,0,,Voluntary_Low_Engagement,53.7
EMP_007986,Terminated,2020-08-20,2021-02-18,6,4.4%,"$152,000",0.5328,0,,Voluntary_Low_Engagement,67
EMP_007987,Terminated,2020-08-20,2023-09-20,37,4.3%,"$161,000",0.647,0,,Voluntary_Low_Engagement,52
EMP_007988,Terminated,2020-08-20,2021-11-19,15,-8.3%,"$141,000",0.7087,0,,Voluntary_Personal,59.7
EMP_007989,Terminated,2020-08-21,2022-09-21,25,7.7%,"$166,000",0.7333,0,,Voluntary_Personal,48.4
EMP_007990,Terminated,2020-08-21,2022-02-19,18,5.3%,"$162,000",0.7547,0,,Voluntary_Personal,54.4
EMP_007991,Active,2020-08-21,,52,7.5%,"$148,000",0.9145,2,2023-12-21,,34.6
EMP_007992,Terminated,2020-08-21,2024-05-21,45,5.0%,"$113,000",0.7462,0,,Voluntary_Better_Offer,56.9
EMP_007993,Terminated,2020-08-21,2023-09-21,37,4.4%,"$161,000",0.761,0,,Voluntary_Personal,53.3
EMP_007994,Terminated,2020-08-21,2024-03-21,43,1.5%,"$181,000",0.8546,1,2023-03-22,Voluntary_Better_Offer,41.2
EMP_007995,Terminated,2020-08-21,2023-08-21,36,8.7%,"$178,000",0.9118,1,2022-08-21,Voluntary_Better_Offer,39.7
EMP_007996,Terminated,2020-08-21,2023-09-21,37,8.5%,"$123,000",0.8301,0,,Voluntary_Better_Offer,48.3
EMP_007997,Active,2020-08-21,,52,24.3%,"$159,000",0.8368,2,2023-12-21,,36.5
EMP_007998,Terminated,2020-08-21,2021-12-21,16,-9.0%,"$140,000",0.3919,0,,Involuntary_Performance,71
EMP_007999,Active,2020-08-21,,52,5.4%,"$98,000",0.782,0,,,49
EMP_008000,Terminated,2020-08-21,2023-09-21,37,2.3%,"$158,000",0.6089,0,,Voluntary_Low_Engagement,64.7
EMP_008001,Terminated,2020-08-21,2022-07-22,23,-3.8%,"$120,000",0.7064,0,,Voluntary_Better_Offer,57.9
EMP_008002,Terminated,2020-08-22,2024-05-22,45,10.3%,"$138,000",0.6437,0,,Voluntary_Better_Offer,53.8
EMP_008003,Terminated,2020-08-22,2021-06-22,10,3.0%,"$117,000",0.5265,0,,Voluntary_Low_Engagement,65.6
EMP_008004,Terminated,2020-08-22,2022-04-22,20,20.2%,"$136,000",0.7551,0,,Voluntary_Better_Offer,45.6
EMP_008005,Terminated,2020-08-22,2022-08-22,24,5.7%,"$130,000",0.8312,1,2021-08-22,Voluntary_Better_Offer,41.2
EMP_008006,Terminated,2020-08-22,2021-06-22,10,5.4%,"$162,000",0.6162,0,,Voluntary_Better_Offer,62.9
EMP_008007,Terminated,2020-08-22,2023-12-22,40,10.9%,"$161,000",0.8993,0,,Voluntary_Personal,43.4
EMP_008008,Terminated,2020-08-23,2021-02-21,6,2.2%,"$157,000",0.5453,0,,Voluntary_Low_Engagement,58.8
EMP_008009,Terminated,2020-08-23,2023-03-24,31,4.9%,"$119,000",0.6233,0,,Voluntary_Better_Offer,59.6
EMP_008010,Terminated,2020-08-23,2023-08-23,36,18.6%,"$210,000",0.8043,1,2022-08-23,Voluntary_Better_Offer,39.7
EMP_008011,Terminated,2020-08-23,2021-10-23,14,-2.3%,"$91,000",0.6652,0,,Voluntary_Better_Offer,65.1
EMP_008012,Terminated,2020-08-23,2022-05-24,21,22.7%,"$118,000",0.7856,0,,Voluntary_Personal,45.1
EMP_008013,Terminated,2020-08-23,2021-02-21,6,1.5%,"$94,000",0.6236,0,,Voluntary_Personal,57.3
EMP_008014,Terminated,2020-08-23,2021-12-23,16,-7.0%,"$116,000",0.5721,0,,Voluntary_Personal,62.9
EMP_008015,Terminated,2020-08-23,2021-10-23,14,0.9%,"$114,000",0.6456,0,,Voluntary_Better_Offer,63.9
EMP_008016,Terminated,2020-08-23,2022-11-22,27,-7.1%,"$100,000",0.6283,0,,Voluntary_Personal,64.1
EMP_008017,Active,2020-08-23,,52,13.5%,"$182,000",0.8542,2,2023-12-23,,45.2
EMP_008018,Terminated,2020-08-23,2023-07-24,35,7.1%,"$133,000",0.8737,1,2022-07-24,Voluntary_Personal,43.3
EMP_008019,Terminated,2020-08-23,2023-08-23,36,-3.8%,"$92,000",0.6797,0,,Voluntary_Personal,57.2
EMP_008020,Active,2020-08-24,,52,8.2%,"$123,000",0.759,0,,,51
EMP_008021,Terminated,2020-08-24,2023-05-25,33,-10.2%,"$151,000",0.6598,0,,Voluntary_Low_Engagement,60.8
EMP_008022,Terminated,2020-08-24,2024-01-24,41,-0.2%,"$113,000",0.6754,0,,Voluntary_Better_Offer,54.6
EMP_008023,Terminated,2020-08-24,2023-07-25,35,7.3%,"$119,000",0.8282,1,2022-07-25,Voluntary_Personal,46.1
EMP_008024,Active,2020-08-24,,52,-0.4%,"$124,000",0.9146,0,,,43.5
EMP_008025,Active,2020-08-24,,52,-5.2%,"$160,000",0.6296,0,,,61.7
EMP_008026,Active,2020-08-25,,52,3.2%,"$211,000",0.8205,2,2023-12-25,,42.8
EMP_008027,Terminated,2020-08-25,2024-05-25,45,-0.4%,"$95,000",0.7084,0,,Voluntary_Better_Offer,56.5
EMP_008028,Active,2020-08-25,,52,15.8%,"$131,000",0.8451,0,,,48.8
EMP_008029,Terminated,2020-08-25,2023-01-24,29,4.4%,"$130,000",0.71,0,,Voluntary_Better_Offer,53.4
EMP_008030,Terminated,2020-08-25,2023-05-26,33,8.9%,"$115,000",0.8586,1,2022-05-26,Voluntary_Better_Offer,40
EMP_008031,Active,2020-08-25,,52,0.7%,"$96,000",0.7304,0,,,54.1
EMP_008032,Terminated,2020-08-25,2021-08-25,12,5.3%,"$113,000",0.7564,0,,Involuntary_Restructure,51.5
EMP_008033,Terminated,2020-08-25,2021-09-24,13,5.1%,"$153,000",0.7446,0,,Voluntary_Better_Offer,50.2
EMP_008034,Terminated,2020-08-25,2022-07-26,23,10.9%,"$139,000",0.7235,0,,Voluntary_Better_Offer,60.5
EMP_008035,Active,2020-08-26,,52,10.8%,"$171,000",0.7655,0,,,54.8
EMP_008036,Active,2020-08-26,,52,-7.3%,"$100,000",0.7844,0,,,54.4
EMP_008037,Terminated,2020-08-26,2023-03-27,31,-6.8%,"$100,000",0.718,0,,Voluntary_Better_Offer,59.2
EMP_008038,Terminated,2020-08-26,2021-08-26,12,-0.4%,"$153,000",0.5678,0,,Voluntary_Low_Engagement,67.7
EMP_008039,Terminated,2020-08-26,2021-12-26,16,9.2%,"$158,000",0.738,0,,Voluntary_Personal,51.6
EMP_008040,Terminated,2020-08-26,2023-05-27,33,21.1%,"$134,000",0.9006,1,2022-05-27,Voluntary_Personal,39.9
EMP_008041,Active,2020-08-26,,52,3.3%,"$129,000",0.8648,0,,,43.3
EMP_008042,Active,2020-08-27,,52,-4.6%,"$147,000",0.6876,0,,,59.5
EMP_008043,Terminated,2020-08-27,2023-05-28,33,-2.3%,"$94,000",0.8107,0,,Voluntary_Better_Offer,54.8
EMP_008044,Active,2020-08-27,,52,8.7%,"$167,000",0.8853,0,,,46
EMP_008045,Terminated,2020-08-27,2024-07-27,47,15.1%,"$167,000",0.6892,0,,Voluntary_Better_Offer,51.6
EMP_008046,Active,2020-08-28,,52,11.3%,"$171,000",0.7555,0,,,51.8
EMP_008047,Terminated,2020-08-28,2022-11-27,27,-5.5%,"$118,000",0.5005,0,,Involuntary_Performance,72.5
EMP_008048,Terminated,2020-08-28,2021-05-28,9,10.4%,"$170,000",0.6021,0,,Voluntary_Personal,54.5
EMP_008049,Active,2020-08-28,,52,24.8%,"$134,000",0.7432,0,,,44.9
EMP_008050,Terminated,2020-08-28,2022-06-28,22,7.1%,"$155,000",0.698,0,,Voluntary_Personal,54.8
EMP_008051,Terminated,2020-08-28,2023-01-27,29,-8.6%,"$85,000",0.7157,0,,Voluntary_Personal,55.5
EMP_008052,Terminated,2020-08-28,2023-12-28,40,14.9%,"$177,000",0.7041,0,,Voluntary_Low_Engagement,48.4
EMP_008053,Terminated,2020-08-28,2024-05-28,45,17.1%,"$170,000",0.722,0,,Voluntary_Low_Engagement,44.2
EMP_008054,Terminated,2020-08-28,2024-06-28,46,-3.8%,"$92,000",0.8007,0,,Voluntary_Better_Offer,52.3
EMP_008055,Terminated,2020-08-28,2023-05-29,33,-0.8%,"$95,000",0.5999,0,,Voluntary_Low_Engagement,58.8
EMP_008056,Terminated,2020-08-29,2021-08-29,12,-2.9%,"$149,000",0.6528,0,,Voluntary_Personal,52.2
EMP_008057,Terminated,2020-08-29,2021-07-29,11,8.0%,"$103,000",0.7577,0,,Voluntary_Personal,57.3
EMP_008058,Terminated,2020-08-29,2022-02-27,18,4.6%,"$112,000",0.7824,0,,Voluntary_Low_Engagement,58.5
EMP_008059,Active,2020-08-29,,52,0.1%,"$113,000",0.6768,0,,,57
EMP_008060,Terminated,2020-08-29,2021-03-30,7,-4.2%,"$108,000",0.6142,0,,Voluntary_Low_Engagement,50.8
EMP_008061,Terminated,2020-08-29,2022-01-28,17,-10.5%,"$96,000",0.6092,0,,Voluntary_Better_Offer,62.8
EMP_008062,Active,2020-08-29,,52,-11.0%,"$85,000",0.7716,0,,,52.1
EMP_008063,Terminated,2020-08-29,2021-08-29,12,-7.4%,"$89,000",0.6946,0,,Voluntary_Personal,56.3
EMP_008064,Terminated,2020-08-29,2021-07-29,11,4.3%,"$130,000",0.7462,0,,Voluntary_Better_Offer,59
EMP_008065,Terminated,2020-08-29,2021-10-29,14,27.7%,"$159,000",0.8071,0,,Voluntary_Personal,37.8
EMP_008066,Terminated,2020-08-30,2021-12-30,16,-4.5%,"$108,000",0.7299,0,,Voluntary_Better_Offer,53.5
EMP_008067,Terminated,2020-08-30,2021-02-28,6,11.1%,"$171,000",0.4236,0,,Voluntary_Low_Engagement,66.5
EMP_008068,Active,2020-08-30,,52,2.0%,"$98,000",0.711,0,,,53.3
EMP_008069,Active,2020-08-30,,52,4.6%,"$112,000",0.8114,0,,,44.8
EMP_008070,Terminated,2020-08-30,2023-03-01,30,2.2%,"$116,000",0.5482,0,,Voluntary_Low_Engagement,63.9
EMP_008071,Terminated,2020-08-30,2021-05-30,9,12.4%,"$121,000",0.6652,0,,Voluntary_Low_Engagement,54.7
EMP_008072,Terminated,2020-08-30,2021-04-30,8,6.5%,"$133,000",0.5286,0,,Voluntary_Low_Engagement,56.7
EMP_008073,Terminated,2020-08-30,2021-11-29,15,5.8%,"$98,000",0.6671,0,,Voluntary_Personal,57.3
EMP_008074,Terminated,2020-08-31,2021-03-01,6,3.7%,"$111,000",0.6796,0,,Voluntary_Better_Offer,47.4
EMP_008075,Terminated,2020-08-31,2021-11-30,15,15.6%,"$144,000",0.8887,0,,Voluntary_Personal,42.5
EMP_008076,Terminated,2020-08-31,2021-08-31,12,1.3%,"$126,000",0.5715,0,,Voluntary_Low_Engagement,64.9
EMP_008077,Terminated,2020-08-31,2021-08-31,12,5.5%,"$113,000",0.781,0,,Involuntary_Restructure,49.8
EMP_008078,Active,2020-08-31,,52,2.0%,"$110,000",0.5473,0,,,60.7
EMP_008079,Active,2020-08-31,,52,7.1%,"$158,000",0.8563,2,2023-12-31,,42.8
EMP_008080,Terminated,2020-08-31,2023-04-01,31,-1.4%,"$106,000",0.87,0,,Voluntary_Better_Offer,45.6
EMP_008081,Terminated,2020-08-31,2022-06-01,21,9.3%,"$124,000",0.8106,0,,Voluntary_Personal,52.2
EMP_008082,Terminated,2020-08-31,2021-11-30,15,23.9%,"$180,000",0.6636,0,,Voluntary_Low_Engagement,53.8
EMP_008083,Terminated,2020-09-01,2022-09-01,24,8.6%,"$123,000",0.5953,0,,Voluntary_Low_Engagement,65.1
EMP_008084,Active,2020-09-01,,51,-8.6%,"$98,000",0.7376,0,,,56.4
EMP_008085,Active,2020-09-01,,51,20.5%,"$172,000",0.8136,2,2023-12-02,,48.3
EMP_008086,Terminated,2020-09-01,2023-04-02,31,0.3%,"$114,000",0.6509,0,,Voluntary_Low_Engagement,55.3
EMP_008087,Terminated,2020-09-01,2023-07-02,34,-3.5%,"$148,000",0.5481,0,,Voluntary_Personal,65.6
EMP_008088,Terminated,2020-09-01,2022-08-02,23,0.0%,"$154,000",0.7404,0,,Voluntary_Better_Offer,51.4
EMP_008089,Active,2020-09-01,,51,4.5%,"$118,000",0.7448,0,,,58.9
EMP_008090,Terminated,2020-09-01,2024-07-02,46,13.3%,"$191,000",0.7102,0,,Voluntary_Better_Offer,49.1
EMP_008091,Terminated,2020-09-02,2021-03-03,6,4.2%,"$118,000",0.767,0,,Voluntary_Personal,49.4
EMP_008092,Terminated,2020-09-02,2021-04-03,7,9.8%,"$137,000",0.8001,0,,Voluntary_Better_Offer,54.6
EMP_008093,Terminated,2020-09-02,2023-08-03,35,8.0%,"$166,000",0.7263,0,,Voluntary_Better_Offer,40.7
EMP_008094,Active,2020-09-02,,51,7.3%,"$156,000",0.6723,0,,,57.6
EMP_008095,Terminated,2020-09-02,2023-03-04,30,1.7%,"$115,000",0.652,0,,Voluntary_Low_Engagement,57.1
EMP_008096,Active,2020-09-02,,51,12.0%,"$163,000",0.7107,0,,,53.9
EMP_008097,Terminated,2020-09-02,2023-11-02,38,-13.0%,"$134,000",0.7073,0,,Voluntary_Better_Offer,60.9
EMP_008098,Terminated,2020-09-02,2023-05-04,32,-2.9%,"$149,000",0.7771,0,,Voluntary_Better_Offer,46.7
EMP_008099,Terminated,2020-09-02,2021-03-03,6,8.0%,"$122,000",0.5252,0,,Voluntary_Low_Engagement,67.5
EMP_008100,Active,2020-09-02,,51,7.7%,"$122,000",0.729,0,,,51.2
EMP_008101,Terminated,2020-09-02,2022-02-01,17,21.1%,"$116,000",0.7904,0,,Voluntary_Personal,37.3
EMP_008102,Active,2020-09-02,,51,-0.7%,"$153,000",0.7281,0,,,57.7
EMP_008103,Active,2020-09-03,,51,6.1%,"$114,000",0.7685,0,,,56.4
EMP_008104,Terminated,2020-09-03,2022-10-04,25,-3.4%,"$120,000",0.7097,0,,Voluntary_Personal,57.8
EMP_008105,Terminated,2020-09-03,2021-12-03,15,6.9%,"$121,000",0.6645,0,,Voluntary_Better_Offer,53.5
EMP_008106,Terminated,2020-09-03,2023-08-04,35,24.1%,"$138,000",0.8809,1,2022-08-04,Voluntary_Personal,37.7
EMP_008107,Terminated,2020-09-03,2021-03-04,6,-1.2%,"$95,000",0.5338,0,,Voluntary_Low_Engagement,67.5
EMP_008108,Terminated,2020-09-03,2024-09-03,48,20.7%,"$257,000",0.8075,2,2023-09-03,Voluntary_Personal,43.9
EMP_008109,Terminated,2020-09-03,2022-04-04,19,18.5%,"$182,000",0.7911,0,,Voluntary_Personal,48.7
EMP_008110,Terminated,2020-09-04,2024-06-04,45,-3.4%,"$140,000",0.5731,0,,Voluntary_Low_Engagement,71.6
EMP_008111,Terminated,2020-09-04,2021-10-04,13,-2.5%,"$110,000",0.5343,0,,Voluntary_Low_Engagement,67
EMP_008112,Terminated,2020-09-04,2024-10-04,49,14.8%,"$110,000",0.7566,0,,Voluntary_Better_Offer,52.2
EMP_008113,Terminated,2020-09-04,2021-05-05,8,11.6%,"$107,000",0.7887,0,,Voluntary_Better_Offer,49.4
EMP_008114,Terminated,2020-09-04,2023-04-05,31,-0.8%,"$144,000",0.6117,0,,Voluntary_Low_Engagement,62.4
EMP_008115,Terminated,2020-09-05,2022-07-06,22,-0.9%,"$92,000",0.5795,0,,Voluntary_Low_Engagement,66.3
EMP_008116,Terminated,2020-09-05,2024-11-05,50,7.6%,"$103,000",0.6923,0,,Voluntary_Low_Engagement,55.1
EMP_008117,Terminated,2020-09-05,2023-01-05,28,6.0%,"$163,000",0.7065,0,,Voluntary_Better_Offer,55.6
EMP_008118,Terminated,2020-09-05,2023-07-06,34,-7.1%,"$89,000",0.6982,0,,Voluntary_Better_Offer,54.5
EMP_008119,Terminated,2020-09-05,2021-03-06,6,0.4%,"$146,000",0.5973,0,,Voluntary_Low_Engagement,55.6
EMP_008120,Terminated,2020-09-05,2021-07-06,10,3.0%,"$99,000",0.6593,0,,Voluntary_Better_Offer,56.7
EMP_008121,Terminated,2020-09-05,2022-11-05,26,-8.3%,"$141,000",0.4949,0,,Voluntary_Low_Engagement,64.4
EMP_008122,Active,2020-09-05,,51,1.6%,"$115,000",0.6816,0,,,58.1
EMP_008123,Active,2020-09-05,,51,9.6%,"$137,000",0.6972,0,,,52.4
EMP_008124,Terminated,2020-09-05,2021-12-05,15,2.6%,"$149,000",0.6864,0,,Voluntary_Personal,61.3
EMP_008125,Terminated,2020-09-06,2024-08-06,47,0.7%,"$126,000",0.7771,0,,Voluntary_Better_Offer,54.3
EMP_008126,Terminated,2020-09-06,2022-02-05,17,-1.8%,"$142,000",0.687,0,,Voluntary_Personal,53.9
EMP_008127,Terminated,2020-09-06,2021-03-07,6,2.5%,"$110,000",0.7021,0,,Voluntary_Personal,56.4
EMP_008128,Terminated,2020-09-06,2022-06-07,21,-1.5%,"$151,000",0.6151,0,,Voluntary_Personal,63.9
EMP_008129,Terminated,2020-09-06,2021-08-06,11,5.1%,"$152,000",0.751,0,,Voluntary_Better_Offer,47.6
EMP_008130,Terminated,2020-09-06,2022-02-05,17,11.3%,"$126,000",0.7517,0,,Voluntary_Personal,48.4
EMP_008131,Terminated,2020-09-06,2022-11-06,26,7.9%,"$100,000",0.7553,0,,Voluntary_Better_Offer,52.3
EMP_008132,Terminated,2020-09-07,2022-08-08,23,13.3%,"$164,000",0.7641,0,,Voluntary_Personal,48.9
EMP_008133,Active,2020-09-07,,51,7.8%,"$156,000",0.6837,0,,,61.7
EMP_008134,Terminated,2020-09-07,2022-12-07,27,12.4%,"$148,000",0.9022,1,2021-12-07,Voluntary_Personal,39.3
EMP_008135,Terminated,2020-09-07,2023-06-08,33,0.9%,"$113,000",0.8048,1,2022-06-08,Voluntary_Better_Offer,48.1
EMP_008136,Terminated,2020-09-07,2021-10-07,13,4.1%,"$160,000",0.5217,0,,Voluntary_Low_Engagement,64.7
EMP_008137,Terminated,2020-09-07,2021-07-08,10,7.3%,"$165,000",0.5377,0,,Voluntary_Low_Engagement,50.4
EMP_008138,Terminated,2020-09-07,2021-12-07,15,-4.9%,"$88,000",0.6013,0,,Voluntary_Low_Engagement,62.5
EMP_008139,Terminated,2020-09-08,2023-05-10,32,-12.1%,"$84,000",0.444,0,,Voluntary_Low_Engagement,68.9
EMP_008140,Active,2020-09-08,,51,6.7%,"$155,000",0.8051,0,,,46.3
EMP_008141,Terminated,2020-09-08,2023-09-08,36,6.4%,"$174,000",0.8396,1,2022-09-08,Voluntary_Better_Offer,43.1
EMP_008142,Active,2020-09-08,,51,7.5%,"$103,000",0.7854,0,,,45.9
EMP_008143,Terminated,2020-09-08,2023-12-09,39,11.6%,"$172,000",0.7484,0,,Voluntary_Low_Engagement,46.4
EMP_008144,Active,2020-09-08,,51,25.1%,"$162,000",0.9644,2,2023-12-09,,28
EMP_008145,Terminated,2020-09-08,2021-03-09,6,8.3%,"$157,000",0.6352,0,,Voluntary_Better_Offer,59.8
EMP_008146,Terminated,2020-09-08,2022-08-09,23,29.9%,"$188,000",0.8702,0,,Voluntary_Better_Offer,35.3
EMP_008147,Terminated,2020-09-08,2021-10-08,13,1.4%,"$147,000",0.7103,0,,Voluntary_Better_Offer,58.5
EMP_008148,Terminated,2020-09-08,2022-08-09,23,15.9%,"$111,000",0.7462,0,,Voluntary_Personal,51.8
EMP_008149,Terminated,2020-09-08,2024-09-08,48,-12.8%,"$134,000",0.6779,0,,Voluntary_Better_Offer,58.7
EMP_008150,Terminated,2020-09-09,2021-09-09,12,14.5%,"$176,000",0.8902,0,,Involuntary_Restructure,36.6
EMP_008151,Terminated,2020-09-09,2023-03-11,30,8.2%,"$116,000",0.6949,0,,Voluntary_Better_Offer,56.5
EMP_008152,Terminated,2020-09-09,2021-07-10,10,15.0%,"$177,000",0.7222,0,,Voluntary_Personal,47.4
EMP_008153,Active,2020-09-09,,51,-1.0%,"$143,000",0.7889,0,,,55.6
EMP_008154,Terminated,2020-09-09,2023-06-10,33,12.6%,"$140,000",0.7048,0,,Voluntary_Personal,56.7
EMP_008155,Terminated,2020-09-09,2024-02-09,41,-12.6%,"$81,000",0.6517,0,,Voluntary_Low_Engagement,69
EMP_008156,Terminated,2020-09-09,2022-05-10,20,16.6%,"$132,000",0.8405,0,,Voluntary_Personal,44.8
EMP_008157,Terminated,2020-09-09,2023-04-10,31,5.7%,"$101,000",0.7189,0,,Voluntary_Better_Offer,48.6
EMP_008158,Terminated,2020-09-09,2021-03-10,6,12.7%,"$163,000",0.817,0,,Voluntary_Better_Offer,51.1
EMP_008159,Active,2020-09-09,,51,-2.0%,"$209,000",0.8485,2,2023-12-10,,46.2
EMP_008160,Terminated,2020-09-09,2022-05-10,20,-0.3%,"$153,000",0.5606,0,,Voluntary_Low_Engagement,54.3
EMP_008161,Terminated,2020-09-10,2022-12-10,27,-0.2%,"$113,000",0.7963,0,,Voluntary_Better_Offer,51.3
EMP_008162,Terminated,2020-09-10,2023-10-11,37,13.6%,"$199,000",0.8252,1,2022-10-11,Involuntary_Restructure,46.1
EMP_008163,Terminated,2020-09-10,2024-05-11,44,17.6%,"$129,000",0.9505,1,2023-05-12,Voluntary_Better_Offer,39.9
EMP_008164,Terminated,2020-09-10,2022-07-11,22,6.8%,"$102,000",0.761,0,,Voluntary_Personal,54.1
EMP_008165,Active,2020-09-10,,51,15.9%,"$131,000",0.7851,0,,,52.3
EMP_008166,Terminated,2020-09-10,2022-11-10,26,0.8%,"$146,000",0.7489,0,,Voluntary_Better_Offer,51
EMP_008167,Active,2020-09-10,,51,-2.1%,"$150,000",0.7118,0,,,51.3
EMP_008168,Terminated,2020-09-10,2021-03-11,6,3.8%,"$117,000",0.8165,0,,Voluntary_Better_Offer,42.9
EMP_008169,Terminated,2020-09-10,2024-01-10,40,-9.4%,"$87,000",0.5464,0,,Voluntary_Low_Engagement,60.8
EMP_008170,Active,2020-09-11,,51,26.2%,"$185,000",0.9415,2,2023-12-12,,30.7
EMP_008171,Terminated,2020-09-11,2023-12-12,39,7.0%,"$164,000",0.7876,0,,Voluntary_Personal,47.4
EMP_008172,Terminated,2020-09-11,2024-02-11,41,-6.1%,"$87,000",0.6531,0,,Voluntary_Personal,60.1
EMP_008173,Terminated,2020-09-11,2021-06-11,9,-9.4%,"$87,000",0.5292,0,,Voluntary_Better_Offer,63.2
EMP_008174,Terminated,2020-09-11,2024-10-11,49,-1.9%,"$122,000",0.818,0,,Voluntary_Better_Offer,51.3
EMP_008175,Terminated,2020-09-11,2022-11-11,26,21.0%,"$116,000",0.7344,0,,Voluntary_Better_Offer,45.9
EMP_008176,Terminated,2020-09-11,2023-12-12,39,13.2%,"$128,000",0.7029,0,,Voluntary_Low_Engagement,54.2
EMP_008177,Terminated,2020-09-12,2021-09-12,12,1.2%,"$109,000",0.8823,0,,Voluntary_Better_Offer,43.3
EMP_008178,Terminated,2020-09-12,2021-03-13,6,-5.7%,"$118,000",0.6136,0,,Voluntary_Personal,55.5
EMP_008179,Terminated,2020-09-12,2022-02-11,17,12.5%,"$127,000",0.8357,0,,Voluntary_Personal,49
EMP_008180,Terminated,2020-09-12,2022-01-12,16,-6.7%,"$116,000",0.592,0,,Voluntary_Personal,59.4
EMP_008181,Active,2020-09-13,,51,-4.8%,"$91,000",0.6803,0,,,57.2
EMP_008182,Terminated,2020-09-13,2023-01-13,28,9.7%,"$169,000",0.8511,0,,Voluntary_Personal,47.1
EMP_008183,Terminated,2020-09-13,2022-07-14,22,16.0%,"$145,000",0.7512,0,,Voluntary_Low_Engagement,51.4
EMP_008184,Terminated,2020-09-13,2021-03-14,6,-11.1%,"$111,000",0.6276,0,,Voluntary_Personal,58.3
EMP_008185,Active,2020-09-13,,51,7.2%,"$155,000",0.8479,0,,,44.9
EMP_008186,Terminated,2020-09-13,2023-02-12,29,3.5%,"$150,000",0.6833,0,,Voluntary_Better_Offer,55.4
EMP_008187,Active,2020-09-13,,51,27.8%,"$164,000",0.8288,2,2023-12-14,,39.2
EMP_008188,Terminated,2020-09-13,2023-02-12,29,8.9%,"$101,000",0.819,0,,Voluntary_Personal,53.3
EMP_008189,Terminated,2020-09-13,2023-09-13,36,-1.7%,"$111,000",0.6831,0,,Involuntary_Restructure,52
EMP_008190,Terminated,2020-09-13,2023-04-14,31,-0.9%,"$152,000",0.7666,0,,Voluntary_Personal,52.1
EMP_008191,Terminated,2020-09-13,2023-02-12,29,5.6%,"$101,000",0.8469,0,,Voluntary_Better_Offer,42.9
EMP_008192,Active,2020-09-13,,51,-9.6%,"$97,000",0.6744,0,,,61.8
EMP_008193,Active,2020-09-13,,51,13.1%,"$224,000",0.8132,2,2023-12-14,,39.5
EMP_008194,Terminated,2020-09-14,2021-05-15,8,3.1%,"$117,000",0.739,0,,Voluntary_Personal,61
EMP_008195,Terminated,2020-09-14,2021-12-14,15,11.2%,"$161,000",0.7151,0,,Voluntary_Personal,50.6
EMP_008196,Terminated,2020-09-14,2021-03-15,6,21.0%,"$116,000",0.8212,0,,Voluntary_Better_Offer,35.6
EMP_008197,Terminated,2020-09-14,2023-11-14,38,0.0%,"$113,000",0.6047,0,,Voluntary_Low_Engagement,67
EMP_008198,Active,2020-09-14,,51,5.0%,"$97,000",0.8088,0,,,47.4
EMP_008199,Terminated,2020-09-14,2021-03-15,6,14.4%,"$176,000",0.6322,0,,Voluntary_Low_Engagement,54.4
EMP_008200,Active,2020-09-14,,51,0.1%,"$113,000",0.7658,0,,,56.5
EMP_008201,Terminated,2020-09-14,2024-09-14,48,-0.2%,"$124,000",0.5913,0,,Voluntary_Personal,62.4
EMP_008202,Terminated,2020-09-14,2022-05-15,20,6.7%,"$164,000",0.7425,0,,Voluntary_Better_Offer,52
EMP_008203,Terminated,2020-09-14,2024-09-14,48,-0.7%,"$106,000",0.7162,0,,Voluntary_Better_Offer,49
EMP_008204,Terminated,2020-09-14,2024-08-14,47,6.1%,"$163,000",0.7136,0,,Voluntary_Personal,49.6
EMP_008205,Terminated,2020-09-15,2023-03-17,30,13.8%,"$142,000",0.8927,0,,Voluntary_Personal,47.9
EMP_008206,Terminated,2020-09-15,2021-10-15,13,12.5%,"$121,000",0.7524,0,,Voluntary_Personal,45.4
EMP_008207,Terminated,2020-09-15,2022-11-15,26,5.6%,"$98,000",0.7065,0,,Voluntary_Better_Offer,44.9
EMP_008208,Terminated,2020-09-15,2021-12-15,15,3.7%,"$117,000",0.5844,0,,Voluntary_Low_Engagement,56.5
EMP_008209,Terminated,2020-09-15,2022-03-16,18,13.6%,"$165,000",0.65,0,,Voluntary_Low_Engagement,54.4
EMP_008210,Terminated,2020-09-16,2021-06-16,9,-6.3%,"$136,000",0.5302,0,,Voluntary_Low_Engagement,69.1
EMP_008211,Terminated,2020-09-16,2021-10-16,13,-9.6%,"$86,000",0.732,0,,Voluntary_Personal,49.1
EMP_008212,Terminated,2020-09-16,2023-06-17,33,3.1%,"$96,000",0.7422,0,,Voluntary_Personal,59.4
EMP_008213,Terminated,2020-09-16,2022-01-16,16,-8.0%,"$104,000",0.4959,0,,Involuntary_Restructure,68.3
EMP_008214,Terminated,2020-09-16,2024-04-16,43,25.7%,"$229,000",0.8808,1,2023-04-17,Voluntary_Better_Offer,39.3
